inland_enforcement_environment_02,Criminal warehouse capacity,Inland enforcement: Criminal warehouse capacity. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,inland_enforcement,environment,context,111,pressure index,,neutral,,,,,
inland_enforcement_environment_03,Domestic transport hubs,Inland enforcement: Domestic transport hubs. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,inland_enforcement,environment,context,118,pressure index,,neutral,,,,,
inland_enforcement_environment_04,Drug redistribution activity,Inland enforcement: Drug redistribution activity. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,inland_enforcement,environment,context,125,pressure index,,neutral,,,,,
inland_enforcement_environment_05,Vulnerable premises use,Inland enforcement: Vulnerable premises use. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,inland_enforcement,environment,context,132,pressure index,,neutral,,,,,
inland_enforcement_inputs_01,Mobile enforcement teams,Inland enforcement: Mobile enforcement teams. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,inland_enforcement,inputs,capability,117,capacity index,true,higher_better,2.5,,,,
inland_enforcement_inputs_02,Regional officer coverage,Inland enforcement: Regional officer coverage. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,inland_enforcement,inputs,capability,124,capacity index,true,higher_better,2.5,,,,
inland_enforcement_inputs_03,Surveillance vehicles,Inland enforcement: Surveillance vehicles. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,inland_enforcement,inputs,capability,131,capacity index,true,higher_better,2.5,,,,
inland_enforcement_inputs_04,Inland search capability,Inland enforcement: Inland search capability. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,inland_enforcement,inputs,capability,138,capacity index,true,higher_better,2.5,,,,
inland_enforcement_inputs_05,Local intelligence access,Inland enforcement: Local intelligence access. Illustrative system variable in the border force inputs layer; not operational intelligence or a policy assessment.,inland_enforcement,inputs,capability,84,capacity index,true,higher_better,2.5,,,,
inland_enforcement_activities_01,Transport hub operations,Inland enforcement: Transport hub operations. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,inland_enforcement,activities,activity,130,operations/month,,higher_better,,additive,,,
inland_enforcement_activities_02,Warehouse compliance visits,Inland enforcement: Warehouse compliance visits. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,inland_enforcement,activities,activity,137,operations/month,,higher_better,,additive,,,
inland_enforcement_activities_03,Targeted vehicle stops,Inland enforcement: Targeted vehicle stops. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,inland_enforcement,activities,activity,83,operations/month,,higher_better,,additive,,,
inland_enforcement_activities_04,Joint enforcement warrants,Inland enforcement: Joint enforcement warrants. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,inland_enforcement,activities,activity,90,operations/month,,higher_better,,additive,,,
inland_enforcement_activities_05,Inland safeguarding referral,Inland enforcement: Inland safeguarding referral. Illustrative system variable in the operational activities layer; not operational intelligence or a policy assessment.,inland_enforcement,activities,activity,97,operations/month,,higher_better,,additive,,,
inland_enforcement_outputs_01,Premises searched,Inland enforcement: Premises searched. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,inland_enforcement,outputs,output,82,outputs/month,,higher_better,,additive,,,
inland_enforcement_outputs_02,Vehicles stopped inland,Inland enforcement: Vehicles stopped inland. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,inland_enforcement,outputs,output,89,outputs/month,,higher_better,,additive,,,
inland_enforcement_outputs_03,Drug stock recovered,Inland enforcement: Drug stock recovered. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,inland_enforcement,outputs,output,96,outputs/month,,higher_better,,additive,,,
inland_enforcement_outputs_04,Inland suspects referred,Inland enforcement: Inland suspects referred. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,inland_enforcement,outputs,output,103,outputs/month,,higher_better,,additive,,,
inland_enforcement_outputs_05,Vulnerable people identified,Inland enforcement: Vulnerable people identified. Illustrative system variable in the immediate outputs layer; not operational intelligence or a policy assessment.,inland_enforcement,outputs,output,110,outputs/month,,higher_better,,additive,,,
inland_enforcement_outcomes_01,Domestic supply disruption,Inland enforcement: Domestic supply disruption. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,inland_enforcement,outcomes,outcome,95,outcome index,,higher_better,,additive,,,
inland_enforcement_outcomes_02,Redistribution delay,Inland enforcement: Redistribution delay. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,inland_enforcement,outcomes,outcome,102,outcome index,,higher_better,,additive,,,
inland_enforcement_outcomes_03,Local drug availability,Inland enforcement: Local drug availability. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,inland_enforcement,outcomes,outcome|risk,109,outcome index,,lower_better,,additive,,,
inland_enforcement_outcomes_04,Network displacement,Inland enforcement: Network displacement. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,inland_enforcement,outcomes,outcome|risk,116,outcome index,,lower_better,,additive,,,
inland_enforcement_outcomes_05,Community confidence,Inland enforcement: Community confidence. Illustrative system variable in the drug trafficking outcomes layer; not operational intelligence or a policy assessment.,inland_enforcement,outcomes,outcome,123,outcome index,,higher_better,,additive,,,
investigations_environment_01,Network organisational complexity,Criminal investigations: Network organisational complexity. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,investigations,environment,context,121,pressure index,,neutral,,,,,
investigations_environment_02,Encrypted communication use,Criminal investigations: Encrypted communication use. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,investigations,environment,context,128,pressure index,,neutral,,,,,
investigations_environment_03,Criminal identity fraud,Criminal investigations: Criminal identity fraud. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,investigations,environment,context,135,pressure index,,neutral,,,,,
investigations_environment_04,Evidential threshold pressure,Criminal investigations: Evidential threshold pressure. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,investigations,environment,context,81,pressure index,,neutral,,,,,
investigations_environment_05,Cross-jurisdiction case volume,Criminal investigations: Cross-jurisdiction case volume. Illustrative system variable in the trafficking environment layer; not operational intelligence or a policy assessment.,investigations,environment,context,88,pressure index,,neutral,,,,,
